,movie_title,sentiment,tomatometer_rating
1589,Clueless,positive,9
1590,Coach Carter,positive,7
1591,Coal Miner's Daughter,positive,9
1592,Cobra,positive,2
1593,The Cockettes,positive,10
1594,Cockneys vs Zombies,positive,8
1595,Coco,positive,10
1596,Coco Before Chanel,positive,7
1597,Coco Chanel & Igor Stravinsky,positive,6
1598,Code 46,positive,6
1599,Code Unknown ,positive,8
1600,Coffee and Cigarettes,positive,7
1601,Coffy,positive,8
1602,C.O.G.,positive,7
1603,Coherence,positive,9
1604,Cold in July,positive,9
1605,Cold Pursuit,positive,7
1606,Cold Skin,positive,5
1607,Cold Souls,positive,8
1608,Colette,positive,9
1609,Collateral,positive,9
1610,College Road Trip,positive,2
1611,Collide,positive,3
1612,Colma: The Musical,positive,10
1613,The Color of Money,positive,9
1614,Color Out of Space,positive,9
1615,The Color Purple,positive,9
1616,Colossal,positive,9
1617,Color Me Kubrick,positive,6
1618,Come As You Are,positive,10
1619,Come Sunday,positive,7
1620,Coming to America,positive,7
1621,Compliance,positive,9
1622,Computer Chess,positive,9
1623,Con Air,positive,6
1624,Conan the Barbarian,positive,7
1625,Concussion,positive,8
1626,Concussion,positive,6
1627,Confessions of a Dangerous Mind,positive,8
1628,Confessions of a Shopaholic,positive,3
1629,Confessions of a Teenage Drama Queen,positive,2
1630,Confetti,positive,6
1631,Confidence,positive,7
1632,Confirmation,positive,9
1633,The Constant Gardener,positive,9
1634,Constantine,positive,5
1635,Constantine's Sword,positive,9
1636,Contempt,positive,10
1637,Contraband,positive,6
1638,Control,positive,9
1639,The Conversation,positive,10
1640,Conviction,positive,7
1641,"The Cook, the Thief, His Wife & Her Lover",positive,9
1642,Cookie's Fortune,positive,9
1643,Cool Hand Luke,positive,10
1644,The Cooler,positive,8
1645,Cooties,positive,5
1646,Cop Car,positive,9
1647,Cop Land,positive,8
1648,Coraline,positive,10
1649,Coriolanus,positive,10
1650,Corporate Animals,positive,3
1651,The Corporation,positive,10
1652,The Cotton Club,positive,8
1653,Countdown to Zero,positive,8
1654,Country Strong,positive,3
1655,Couples Retreat,positive,2
1656,Courage Under Fire,positive,9
1657,Court,positive,10
1658,The Court Jester,positive,10
1659,Cowboys & Aliens,positive,5
1660,CQ,positive,7
1661,Cracks,positive,5
1662,Cradle Will Rock,positive,7
1663,The Craft,positive,6
1664,Crank,positive,7
1665,Crank 2: High Voltage,positive,7
1666,Crazy/Beautiful,positive,7
1667,Crazy Heart,positive,10
1668,Crazy Rich Asians,positive,10
1669,"Crazy, Stupid, Love.",positive,8
1670,Creed,positive,10
1671,Creed II,positive,9
1672,Creep,positive,9
1673,Creep 2,positive,10
1674,Creepshow,positive,8
1675,Creepshow 2,positive,4
1676,Cries and Whispers,positive,10
1677,Crime & Punishment in Suburbia,positive,3
1678,Criminal,positive,4
1679,Crimson Peak,positive,8
1680,Crimson Tide,positive,9
1681,Crip Camp: A Disability Revolution,positive,10
1682,Crocodile Dundee,positive,9
1683,Crocodile Dundee in Los Angeles,positive,2
1684,Crónicas,positive,8
1685,Cronos,positive,10
1686,Crooklyn,positive,8
1687,Cropsey,positive,10
1688,Crossing Over,positive,2
1689,Crossing the Line,positive,10
1690,"Crouching Tiger, Hidden Dragon",positive,10
1691,Crown Heights,positive,8
1692,Crown Vic,positive,6
1693,Cruising,positive,6
1694,Crumb,positive,10
1695,Cry-Baby,positive,8
1696,Crystal Fairy,positive,9
1697,Cuban Fury,positive,6
1698,Cube,positive,7
1699,Cujo,positive,7
1700,Cunningham,positive,9
1701,The Curious Case of Benjamin Button,positive,8
1702,The Curse of the Cat People,positive,9
1703,The Curse of the Jade Scorpion,positive,5
1704,Cut Bank,positive,4
1705,Cutie And The Boxer,positive,10
1706,Cutthroat Island,positive,4
1707,Cyrus,positive,9
1708,Da Sweet Blood of Jesus,positive,5
1709,The Da Vinci Code,positive,3
1710,Daddy's Home 2,positive,3
1711,Damascus Cover,positive,2
1712,Damien---Omen II,positive,5
1713,The Damned United,positive,10
1714,Damsel,positive,7
1715,Damsels in Distress,positive,8
1716,Dan in Real Life,positive,7
1717,Dance Flick,positive,2
1718,The Dancer Upstairs,positive,7
1719,Dancing In Jaffa,positive,9
1720,Dangerous Lies ,positive,3
1721,The Dangerous Lives of Altar Boys,positive,8
1722,Daniel Isn't Real,positive,9
1723,Danny Collins,positive,8
1724,Danny Deckchair,positive,6
1725,Unleashed,positive,7
1726,Daredevil,positive,5
1727,The Darjeeling Limited,positive,7
1728,Dark Shadows,positive,4
1729,Dark Blue,positive,6
1730,Dark Blue World,positive,7
1731,Dark City,positive,8
1732,The Dark Crystal,positive,8
1733,Dark Days,positive,10
1734,Dark Places,positive,3
1735,Dark Skies,positive,5
1736,Dark Water,positive,5
1737,Darling,positive,8
1738,Date Night,positive,7
1739,Daughters of the Dust,positive,10
1740,Dave,positive,10
1741,Dave Chappelle: Sticks & Stones,positive,4
1742,Dawn of the Dead,positive,8
1743,Dawn Of The Planet Of The Apes,positive,10
1744,The Day After Tomorrow,positive,5
1745,Day for Night,positive,10
1746,Day Night Day Night,positive,7
1747,The Day of the Jackal,positive,9
1748,The Day the Earth Stood Still,positive,3
1749,Day Watch,positive,7
1750,Daylight,positive,3
1751,Daylight Robbery,positive,3
1752,Giorni e Nuvole ,positive,9
1753,Days of Glory,positive,9
1754,Days of Heaven,positive,10
1755,The Daytrippers,positive,8
1756,Dazed and Confused,positive,10
1757,De rouille et d'os ,positive,9
1758,De zaak Alzheimer ,positive,9
1759,Dead Alive,positive,9
1760,Dead Man,positive,8
1761,Dead Men Don't Wear Plaid,positive,8
1762,Dead Poets Society,positive,9
1763,Dead Snow ,positive,7
1764,Dead Snow 2: Red vs. Dead ,positive,9
1765,The Dead Zone,positive,9
1766,Deadpool,positive,9
1767,Dealt,positive,10
1768,Dear Frankie,positive,9
1769,Dear White People,positive,10
1770,Death at a Funeral,positive,5
1771,Death Becomes Her,positive,6
1772,Death Note,positive,4
1773,Death Proof,positive,7
1774,Death Race 2000,positive,9
1775,Death to Smoochy,positive,5
1776,Death Wish,positive,7
1777,D.E.B.S.,positive,4
1778,December Boys,positive,5
1779,Deep Impact,positive,5
1780,Deep Rising,positive,3
1781,Deep Sea 3D,positive,10
1782,Deepwater Horizon,positive,9
1783,Deerskin,positive,9
1784,Defendor,positive,8
1785,Déjà Vu,positive,6
1786,Delgo,positive,2
1787,Delicatessen,positive,9
1788,Deliver Us From Eva,positive,5
1789,Delivery Man,positive,4
1790,Demolition Man,positive,7
1791,Demon,positive,10
1792,Demonlover,positive,6
1793,Den of Thieves,positive,5
1794,Denial,positive,9
1795,Dennis the Menace,positive,3
1796,The Departed,positive,10
1797,Depraved,positive,9
1798,Derailed,positive,3
1799,Derrida,positive,9
1800,The Descent,positive,9
1801,Desk Set,positive,10
1802,Despicable Me 2,positive,8
1803,Despicable Me 3,positive,6
1804,Destination Wedding,positive,6
1805,Destroyer,positive,8
1806,Detachment,positive,6
1807,Detention,positive,5
1808,Detropia,positive,9
1809,Devil,positive,6
1810,The Devil Came on Horseback,positive,10
1811,Devil in a Blue Dress,positive,9
1812,The Devil's Advocate,positive,7
1813,The Devil's Backbone ,positive,10
1814,Devil's Knot,positive,3
1815,The Dhamma Brothers,positive,9
1816,Dheepan,positive,9
1817,Dial M for Murder,positive,9
1818,Diamonds Are Forever,positive,7
1819,Diana Kennedy: Nothing Fancy,positive,10
1820,Diana Vreeland: The Eye Has To Travel,positive,10
1821,Diane,positive,10
1822,Diary of a Mad Black Woman,positive,2
1823,Diary of a Wimpy Kid 2: Rodrick Rules,positive,5
1824,Dickie Roberts: Former Child Star,positive,3
1825,Die Another Day,positive,6
1826,Die Hard,positive,10
1827,Die Hard 2,positive,7
1828,Die Hard: With a Vengeance,positive,6
1829,Die Wand ,positive,8
1830,Dig!,positive,9
1831,Diggers,positive,8
1832,Digging For Fire,positive,7
1833,Diminished Capacity,positive,4
1834,Diner,positive,10
1835,Dinner for Schmucks,positive,5
1836,Dinosaur 13,positive,8
1837,Dior and I,positive,9
1838,Diplomacy,positive,10
1839,Dirt Music,positive,3
1840,Dirty Dancing,positive,7
1841,Dirty Dancing,positive,2
1842,Dirty Rotten Scoundrels,positive,9
1843,Disappearance at Clifton Hill,positive,8
1844,Disconnect,positive,8
1845,Disgrace,positive,9
1846,The Dish,positive,10
1847,Disneynature Bears,positive,10
1848,Disneynature Chimpanzee,positive,8
1849,Disneynature Earth,positive,9
1850,Disneynature Monkey Kingdom,positive,10
1851,Disneynature Oceans,positive,9
1852,Aladdin,positive,10
1853,Disobedience,positive,9
1854,Disorder ,positive,8
1855,Banlieue 13 - Ultimatum ,positive,8
1856,District 9,positive,10
1857,District B13 ,positive,9
1858,William Kunstler: Disturbing the Universe,positive,8
1859,Divide and Conquer: The Story of Roger Ailes,positive,10
1860,Divine Secrets of the Ya-Ya Sisterhood,positive,5
1861,Dixie Chicks - Shut Up and Sing,positive,9
1862,Do I Sound Gay?,positive,9
1863,Do the Right Thing,positive,10
1864,DOA: Dead or Alive,positive,4
1865,Doc Hollywood,positive,7
1866,Doctor Strange,positive,9
1867,Dodgeball - A True Underdog Story,positive,8
1868,Dog Day Afternoon,positive,10
1869,Dog Days,positive,7
1870,Dog Soldiers,positive,8
1871,Dogtown and Z-Boys,positive,10
1872,Dogville,positive,8
1873,La Dolce Vita,positive,10
1874,Dolittle,positive,2
1875,Dolphin Tale,positive,9
1876,Dolphin Tale 2,positive,7
1877,Dom Hemingway,positive,6
1878,Domestic Disturbance,positive,3
1879,Don Juan DeMarco,positive,7
1880,Don McKay,positive,4
1881,Donnie Brasco,positive,9
1882,Donnie Darko,positive,9
1883,Don't Breathe,positive,9
1884,Don't Come Knocking,positive,5
1885,Hot Pursuit,positive,1
1886,Don't Say a Word,positive,3
1887,Don't Stop Believin': Everyman's Journey,positive,7
1888,Don't Tell Mom the Babysitter's Dead,positive,4
1889,Don't Think Twice,positive,10
1890,"Don't Worry, He Won't Get Far on Foot",positive,8
1891,Dope,positive,9
1892,Dora and the Lost City of Gold,positive,9
1893,Dormant Beauty,positive,9
1894,Dot the I,positive,3
1895,Double Dare,positive,10
1896,Double Indemnity,positive,10
1897,La Double Vie de Véronique ,positive,9
1898,Double Lover ,positive,8
1899,Doubt,positive,9
1900,Down and Out in Beverly Hills,positive,8
1901,Down by Law,positive,9
1902,Down in the Valley,positive,6
1903,Down Periscope,positive,2
1904,Down to the Bone,positive,10
1905,Down With Love,positive,7
1906,Downfall ,positive,10
1907,Downhill Racer,positive,9
1908,Downsizing,positive,5
1909,Downton Abbey,positive,9
1910,Dr. Dolittle 2,positive,5
1911,Dr. Giggles,positive,2
1912,Dr. No,positive,10
1913,Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb,positive,10
1914,Dr. T and the Women,positive,6
1915,Dracula's Daughter,positive,6
1916,Draft Day,positive,6
1917,Drag Me to Hell,positive,10
1918,Dragon Ball Super: Broly,positive,9
1919,Dragon Blade ,positive,4
1920,Dragon: The Bruce Lee Story,positive,8
1921,Dragonball Evolution,positive,2
1922,Dragonslayer,positive,9
1923,Dreamer: Inspired by a True Story,positive,7
1924,Dreamgirls,positive,8
1925,Dreamland,positive,5
1926,Dreams,positive,7
1927,Dreamscape,positive,8
1928,Dredd,positive,8
1929,Drillbit Taylor,positive,3
1930,Drinking Buddies,positive,9
1931,Drive Angry,positive,5
1932,Drive,positive,10
1933,Drive Hard,positive,1
1934,Driven,positive,7
1935,Driveways,positive,10
1936,Drop Dead Gorgeous,positive,5
1937,Drug War,positive,10
1938,Drumline,positive,9
1939,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,positive,9
1940,Duck Butter,positive,6
1941,Duck Season ,positive,10
1942,Duck Soup,positive,10
1943,"Duck, You Sucker  ",positive,10
1944,"Dude, Where's My Car?",positive,2
1945,Dudley Do-Right,positive,2
1946,Due Date,positive,4
1947,The Duellists,positive,10
1948,The Dukes,positive,6
1949,The Dukes of Hazzard,positive,2
1950,Duma,positive,10
1951,Dumb and Dumber To,positive,4
1952,Dumb and Dumberer: When Harry Met Lloyd,positive,2
1953,Dumbo,positive,10
1954,Dumbo,positive,5
1955,Dumplin',positive,9
1956,Dunkirk,positive,10
1957,Duplicity,positive,7
1958,Dust to Glory,positive,7
1959,The Dying Gaul,positive,6
1960,Dying of the Light,positive,1
1961,Dysfunktional Family,positive,5
1962,Eagle Eye,positive,3
1963,Eagle vs Shark,positive,6
1964,Early Man,positive,9
1965,Earth to Echo,positive,6
1966,Earthquake,positive,5
1967,Easier with Practice,positive,9
1968,Eastern Boys,positive,9
1969,Eastern Promises,positive,9
1970,Easy A,positive,9
1971,Easy Rider,positive,9
1972,Eat Drink Man Woman ,positive,9
1973,Eat Pray Love,positive,4
1974,Eat That Question: Frank Zappa in His Own Words,positive,10
1975,Eating Animals,positive,10
1976,Eating Out,positive,2
1977,Eating Raoul,positive,9
1978,Echo In the Canyon,positive,10
1979,Ecstasy,positive,2
1980,Ed Wood,positive,10
1981,Eddie Murphy Raw,positive,9
1982,Eddie The Eagle,positive,9
1983,Eden,positive,9
1984,The Edge,positive,7
1985,The Edge of Love,positive,4
1986,Edie,positive,7
1987,EDtv,positive,7
1988,The Education of Charlie Banks,positive,5
1989,Edward Scissorhands,positive,10
1990,Eight Below,positive,8
1991,Eight Legged Freaks,positive,5
1992,Eight Men Out,positive,9
1993,Eighth Grade,positive,10
1994,Eisenstein In Guanajuato,positive,7
1995,El Aura ,positive,9
1996,El Camino: A Breaking Bad Movie,positive,10
1997,El Cantante,positive,3
1998,El Mariachi,positive,10
1999,El Norte,positive,9
2000,El Topo,positive,8
2001,Elaine Stritch: Shoot Me,positive,10
2002,Election,positive,10
2003,Triad Election ,positive,10
2004,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",positive,10
2005,Elektra,positive,2
2006,Elektra Luxx,positive,3
2007,Elevator to the Gallows ,positive,10
2008,Elf,positive,9
2009,Eli,positive,5
2010,Elisa & Marcela,positive,5
2011,Ella Enchanted,positive,6
2012,Elle,positive,10
2013,Elling,positive,9
2014,Elvis & Nixon,positive,8
2015,Elysium,positive,7
2016,Embrace Of The Serpent ,positive,10
2017,Emma.,positive,9
2018,Emmanuel's Gift,positive,9
2019,Emperor,positive,4
2020,The Emperor's New Clothes,positive,8
2021,The Emperor's New Groove,positive,9
2022,Empire of the Sun,positive,8
2023,Enchanted,positive,10
2024,Enchanted April,positive,9
2025,End of Sentence,positive,10
2026,End of Watch,positive,9
2027,"Endings, Beginnings",positive,5
2028,Endless,positive,2
2029,Endless Love,positive,2
2030,Endless Poetry ,positive,10
2031,Enduring Love,positive,6
2032,Enemy,positive,8
2033,Enemy at the Gates,positive,6
2034,Enemy Mine,positive,7
2035,Enemy of the State,positive,8
2036,England Is Mine,positive,6
2037,The Enigma of Kaspar Hauser ,positive,10
2038,Enough Said,positive,10
2039,Enron: The Smartest Guys in the Room,positive,10
2040,Enter the Dragon,positive,10
2041,Entertainment,positive,9
2042,Entourage,positive,4
2043,Epic,positive,7
2044,Equity,positive,9
2045,Eragon,positive,2
2046,Erased,positive,3
2047,Eraserhead,positive,10
2048,Erin Brockovich,positive,9
2049,Ernest & Célestine,positive,10
2050,Escape From Alcatraz,positive,10
2051,Escape from Pretoria,positive,8
2052,Escape from the Planet of the Apes,positive,8
2053,Escape From Tomorrow,positive,6
2054,E.T. The Extra-Terrestrial,positive,10
2055,Eternal Sunshine of the Spotless Mind,positive,10
2056,Etz Limon ,positive,10
2057,Evan Almighty,positive,3
2058,Evening,positive,3
2059,Ever After: A Cinderella Story,positive,10
2060,Everest,positive,8
2061,Every Little Step,positive,10
2062,Every Thing Will Be Fine,positive,3
2063,Everybody Wants Some!!,positive,9
2064,Everybody's Famous!,positive,6
2065,Everyday Sunshine: The Story of Fishbone,positive,10
2066,"Everything, Everything",positive,5
2067,Everything is Illuminated,positive,7
2068,Everything Must Go,positive,8
2069,Eve's Bayou,positive,9
2070,Evita,positive,7
2071,Evolution,positive,9
2072,Ex Machina,positive,10
2073,Examined Life,positive,8
2074,Excalibur,positive,9
2075,Excision,positive,9
2076,Exhibition,positive,9
2077,Fong juk ,positive,9
2078,Exit Plan ,positive,4
2079,Exit Through The Gift Shop,positive,10
2080,Exodus: Gods and Kings,positive,4
2081,The Exorcism of Emily Rose,positive,5
2082,The Exorcist,positive,9
2083,Experimenter,positive,9
2084,Explicit Ills,positive,6
2085,The Exploding Girl,positive,8
2086,Explorers,positive,8
2087,Extraction,positive,7
2088,Extraordinary Measures,positive,3
2089,Extraterrestrial,positive,3
2090,Extremely Loud & Incredibly Close,positive,5
2091,Eye In The Sky,positive,10
2092,Eyes of Laura Mars,positive,6
2093,Eyes Wide Shut,positive,8
2094,F for Fake,positive,9
2095,Face/Off,positive,10
2096,Faces,positive,9
2097,Faces Places ,positive,10
2098,Facing Windows,positive,7
2099,Factotum,positive,8
2100,Fados,positive,10
2101,Fahrenheit 11/9,positive,9
2102,Fair Game,positive,8
2103,The Falcon and the Snowman,positive,9
2104,Falling Down,positive,8
2105,Falling Inn Love,positive,7
2106,The Family Man,positive,6
2107,"Family Romance, LLC",positive,8
2108,Fanboys,positive,4
2109,Fanny & Alexander,positive,10
2110,Fantasia 2000,positive,9
2111,Fantastic Beasts and Where to Find Them,positive,8
2112,Fantastic Beasts: The Crimes of Grindelwald,positive,4
2113,Fantastic Four,positive,3
2114,Fantastic Four,positive,1
2115,Fantastic Planet,positive,10
2116,Fantastic Voyage,positive,10
2117,Fantasy Island,positive,1
2118,Far and Away,positive,6
2119,Far From Heaven,positive,9
2120,Far From the Madding Crowd,positive,9
2121,Far From the Tree,positive,10
2122,Fargo,positive,10
2123,Fast & Furious,positive,3
2124,Fast & Furious 6,positive,8
2125,Fast & Furious Presents: Hobbs & Shaw,positive,7
2126,"Fast, Cheap & Out of Control",positive,10
2127,Fast Five,positive,8
2128,Fast Food Nation,positive,6
2129,Fast Times At Ridgemont High,positive,8
2130,Faster,positive,5
2131,"Faster, Pussycat! Kill! Kill!",positive,8
2132,Fat Girl,positive,8
2133,Father Figures,positive,2
2134,The Father of My Children ,positive,10
2135,Fatima,positive,7
2136,Faults,positive,10
2137,Favela Rising,positive,7
2138,Fear and Loathing in Las Vegas,positive,5
2139,Angst Essen Seele auf ,positive,10
2140,Fear Strikes Out,positive,9
2141,Fear X,positive,6
2142,Jet Li's Fearless  ,positive,8
2143,Feast,positive,6
2144,Feast of Love,positive,4
2145,Fed Up,positive,9
2146,Feels Good Man,positive,10
2147,Felix & Meira,positive,8
2148,Felony,positive,8
2149,Fences,positive,10
2150,Ferdinand,positive,8
2151,La Habitación de Fermat ,positive,8
2152,Ferris Bueller's Day Off,positive,9
2153,Festival Express,positive,10
2154,Festival in Cannes,positive,7
2155,A Few Good Men,positive,9
2156,Fiddler on the Roof,positive,9
2157,Fido,positive,8
2158,Field of Dreams,positive,9
2159,Fierce People,positive,3
2160,Fierce Creatures,positive,6
2161,The Fifth Element,positive,8
2162,Fifty Shades Darker,positive,2
2163,Fifty Shades of Grey,positive,3
2164,Fight Club,positive,8
2165,Fighting,positive,5
2166,Fighting with My Family,positive,10
2167,Fill the Void,positive,9
2168,Film Geek,positive,7
2169,Film Stars Don't Die in Liverpool,positive,9
2170,Filth,positive,7
2171,The Filth and the Fury,positive,10
2172,Filth and Wisdom,positive,3
2173,The Final Cut,positive,4
2174,Final Destination 2,positive,5
2175,Final Destination 5,positive,7
2176,Final Portrait,positive,8
2177,Find Me Guilty,positive,7
2178,Finders Keepers,positive,10
2179,Finding Amanda,positive,5
2180,Finding Dory,positive,10
2181,Finding Forrester,positive,8
2182,Finding Nemo,positive,10
2183,Finding Neverland,positive,9
2184,Finding Vivian Maier,positive,10
2185,Finding Your Feet,positive,8
2186,Fire at Sea ,positive,10
2187,Firehouse Dog,positive,4
2188,Firestarter,positive,4
2189,Fireworks Wednesday ,positive,10
2190,First Blood,positive,9
2191,First Cow,positive,10
2192,First Knight,positive,5
2193,First Love ,positive,10
2194,First Man,positive,9
2195,First Reformed,positive,10
2196,The First Saturday in May,positive,7
2197,First Sunday,positive,2
2198,The First Wives Club,positive,6
2199,A Fish Called Wanda,positive,10
2200,Fish Tank,positive,10
2201,Fisherman's Friends,positive,7
2202,A Fistful of Dollars ,positive,10
2203,Fitzcarraldo,positive,8
2204,Five Easy Pieces,positive,9
2205,Five Feet Apart,positive,6
2206,Flags of Our Fathers,positive,8
2207,Flammen & Citronen  ,positive,9
2208,Flannel Pajamas,positive,6
2209,Flash of Genius,positive,7
2210,Flash Point,positive,5
2211,Flashdance,positive,4
2212,Flatliners,positive,5
2213,Flawless,positive,5
2214,Fletch,positive,8
2215,Fletch Lives,positive,4
2216,Flight,positive,8
2217,Flight of the Navigator,positive,9
2218,Flight of the Phoenix,positive,4
2219,Le Voyage du Ballon Rouge ,positive,9
2220,The Flintstones in Viva Rock Vegas,positive,3
2221,Flirting With Disaster,positive,9
2222,Reaching for the Moon,positive,7
2223,Flower,positive,6
2224,Flushed Away,positive,8
2225,Fly Away Home,positive,9
2226,Fly Me to the Moon,positive,3
2227,Focus,positive,6
2228,Following,positive,9
2229,Footloose,positive,7
2230,For Colored Girls,positive,4
2231,For a Few Dollars More ,positive,10
2232,"For a Good Time, Call...",positive,6
2233,For Love of the Game,positive,5
2234,For the Bible Tells Me So,positive,10
2235,For Those In Peril,positive,9
2236,For Your Eyes Only,positive,8
2237,The Forbidden Kingdom,positive,7
2238,Forbidden Planet,positive,10
2239,Forces of Nature,positive,5
2240,Foreign Correspondent,positive,10
2241,Forget Paris,positive,6
2242,Formosa Betrayed,positive,4
2243,The Forsaken,positive,1
2244,Fort Tilden,positive,9
2245,Four Brothers,positive,6
2246,The Four Feathers,positive,5
2247,Four Minutes,positive,8
2248,The Fourth Kind,positive,2
2249,The Fox and the Hound,positive,8
2250,Foxy Brown,positive,7
2251,Fractured,positive,6
2252,Fragments,positive,5
2253,Framing John DeLorean,positive,9
2254,Frances Ha,positive,10
2255,Francofonia,positive,9
2256,Frank,positive,10
2257,Frank Miller's Sin City: A Dame to Kill For,positive,5
2258,Frankenweenie,positive,9
2259,Frantz,positive,10
2260,Freak Show,positive,6
2261,Freakonomics,positive,7
2262,Freaks,positive,10
2263,Freaks,positive,9
2264,Freaky Friday,positive,9
2265,Freddy vs. Jason,positive,5
2266,Freddy's Dead: The Final Nightmare,positive,2
2267,Free Birds,positive,3
2268,Free Fire,positive,7
2269,Free Solo,positive,10
2270,Free State of Jones,positive,5
2271,Free Willy,positive,7
2272,Freedom Writers,positive,8
2273,Freeheld,positive,5
2274,The French Connection,positive,10
2275,Fresh,positive,9
2276,Fresh Dressed,positive,10
2277,Frida,positive,8
2278,Friday,positive,8
2279,Friday Night Lights,positive,9
2280,"Friday the 13th, Part VI - Jason Lives",positive,6
2281,Friday the 13th Part VIII - Jason Takes Manhattan,positive,1
2282,Fried Green Tomatoes,positive,8
2283,Friend Request,positive,2
2284,Friends With Benefits,positive,7
2285,Friends With Kids,positive,7
2286,Friends With Money,positive,8
2287,Fright Night,positive,8
2288,From Dusk Till Dawn,positive,7
2289,From Hell,positive,6
2290,From Paris with Love,positive,4
2291,From Russia With Love,positive,10
2292,From the Land of the Moon ,positive,4
2293,From Up On Poppy Hill,positive,9
2294,Frontrunners,positive,9
2295,Frost/Nixon,positive,10
2296,Frozen,positive,10
2297,Frozen II,positive,8
2298,Fruitvale Station,positive,10
2299,Full Battle Rattle,positive,8
2300,Full Metal Jacket,positive,10
2301,The Full Monty,positive,10
2302,Fun & Fancy Free,positive,7
2303,Fun Size,positive,3
2304,Fun With Dick and Jane,positive,3
2305,Funny People,positive,7
2306,Furious 7,positive,9
2307,F/X,positive,9
2308,Gabrielle,positive,9
2309,Gaga: Five Foot Two,positive,8
2310,Gainsbourg: A Heroic Life,positive,8
2311,Galaxy Quest,positive,10
2312,Galveston,positive,8
2313,Game Night,positive,9
2314,Gandhi,positive,9
2315,Gangs of New York,positive,8
2316,Gangster Squad,positive,4
2317,Garden State,positive,9
2318,Garfield: A Tail of Two Kitties,positive,2
2319,Gattaca,positive,9
2320,Gauguin: Voyage to Tahiti,positive,5
2321,The Gauntlet,positive,8
2322,G.B.F.,positive,9
2323,Gemini,positive,8
2324,Gemini Man,positive,3
2325,Genius,positive,6
2326,Gentleman's Agreement,positive,8
2327,Gentlemen Prefer Blondes,positive,10
2328,George Harrison: Living In The Material World,positive,9
2329,Geostorm,positive,2
2330,Geronimo - An American Legend,positive,5
2331,Get a Job,positive,1
2332,Get Low,positive,9
2333,Get Me Roger Stone,positive,9
2334,Get on the Bus,positive,9
2335,Get On Up,positive,9
2336,Get Out,positive,10
2337,Get Real,positive,8
2338,Get Rich or Die Tryin',positive,2
2339,Get Santa,positive,8
2340,Get Shorty,positive,9
2341,Get Smart,positive,6
2342,Get the Gringo,positive,9
2343,Getaway,positive,1
2344,GETT: The Trial of Viviane Amsalem,positive,10
2345,The Ghost and the Darkness,positive,5
2346,Ghost Dog - The Way of the Samurai,positive,9
2347,Ghost in the Shell,positive,10
2348,Ghost in the Shell,positive,5
2349,Ghost in the Shell 2 - Innocence,positive,7
2350,Ghost Light,positive,8
2351,Ghost World,positive,10
2352,Ghostbusters ,positive,10
2353,Ghostbusters 2,positive,6
2354,Ghostbusters,positive,8
2355,Ghosts of Mississippi,positive,5
2356,Ghosts of the Abyss,positive,9
2357,Ghosts of War,positive,4
2358,G.I. Joe: Retaliation,positive,3
2359,Giant,positive,10
2360,Giant Little Ones,positive,10
2361,Gifted,positive,8
2362,Gigi,positive,9
2363,Gimme Danger,positive,10
2364,Gimme Shelter,positive,3
2365,Gimme The Loot,positive,10
2366,Ginger & Rosa,positive,8
2367,Ginger Snaps,positive,9
2368,Girl Most Likely,positive,3
2369,Girl on the Third Floor,positive,9
2370,The Girl Who Played with Fire ,positive,7
2371,Girl With a Pearl Earring,positive,8
2372,Girlfight,positive,9
2373,The Girlfriend Experience,positive,7
2374,Girlhood,positive,10
2375,Girls Can't Swim,positive,8
2376,Girls of the Sun ,positive,5
2377,Girls Trip,positive,10
2378,Girls with Balls,positive,5
2379,Gladiator,positive,8
2380,Glass,positive,4
2381,Gleason,positive,10
2382,Glee: The 3D Concert Movie,positive,7
2383,Glen Campbell: I'll Be Me,positive,10
2384,Glen or Glenda?,positive,4
2385,Glengarry Glen Ross,positive,10
2386,Glitter,positive,1
2387,Gloria,positive,10
2388,Gloria Bell,positive,10
2389,Gnomeo and Juliet,positive,6
2390,Go Back to China,positive,9
2391,Go For Sisters,positive,8
2392,Go Tigers!,positive,9
2393,Goat,positive,8
2394,Goats,positive,2
2395,God Help the Girl,positive,7
2396,God Said 'Ha!',positive,9
2397,The Godfather,positive,10
2398,"The Godfather, Part II",positive,10
2399,God's Not Dead,positive,2
2400,God's Not Dead 2,positive,2
2401,Gods Of Egypt,positive,2
2402,God's Own Country,positive,10
2403,Godsend,positive,1
2404,Godzilla,positive,2
2405,Godzilla ,positive,10
2406,Godzilla 2000,positive,6
2407,Godzilla,positive,8
2408,Godzilla: King of the Monsters,positive,5
2409,Godzilla Resurgence ,positive,9
2410,Going in Style,positive,5
2411,Gold,positive,5
2412,Elizabeth: The Golden Age,positive,4
2413,The Golden Bowl,positive,6
2414,Golden Door ,positive,8
2415,Golden Exits,positive,7
2416,GoldenEye,positive,8
2417,Goldfinger,positive,10
2418,Gone Baby Gone,positive,10
2419,Gone Girl,positive,9
2420,Good Boys,positive,9
2421,Good Burger,positive,4
2422,"Good Bye, Lenin!",positive,10
2423,The Good German,positive,4
2424,The Good Guy,positive,4
2425,Good Hair,positive,10
2426,Good Kill,positive,8
2427,Good Luck Chuck,positive,1
2428,"Good Morning, Vietnam",positive,10
